Category,Question ID,Question,Source,Answers
Transmission - Survivability: Surfaces,75,is it safe to receive a package from any area where covid has been reported,Washington DC Area Television Station,"although the new covid weakens and dies over time outside of the human body, studies suggest that it can live on surfaces for a few hours or up to several days, depending on surface, temperature and other environmental factors., clean and disinfect frequently touched surfaces, such as tables, doorknobs, light switches, countertops, handles, desks, phones, keyboards, toilets, faucets and sinks. , studies suggest that covides (including preliminary information on the covid virus) may persist on surfaces for a few hours or up to several days. this may vary under different conditions (e.g. type of surface, temperature or humidity of the environment). , yes. the likelihood of an infected person contaminating commercial goods is low and the risk of catching the virus that causes covid from a package that has been moved, travelled, and exposed to different conditions and temperature is also low. , i would suggest wiping down external surfaces of canned or wrapped foods, said dr. celine gounder, an infectious disease specialist at bellevue hospital center. , covid can stay alive for up to three days on stainless steel and plastic. but clothing is probably more like cardboard — its more absorbent, so the virus is unlikely to stay and last that long., no. the new covid cannot be transmitted through goods manufactured in china or any country reporting covid cases , viruses can live on surfaces and objects — including on money — although your chance of actually getting covid from cash is probably very low., up to three days, depending on the surface. , although the virus can survive for a short period on some surfaces, it is unlikely to be spread from domestic or international mail, products or packaging. , yes. the likelihood of an infected person contaminating commercial goods is low and the risk of catching the virus that causes covid from a package that has been moved, travelled, and exposed to different conditions and temperature is also low., it is not certain how long the virus that causes covid survives on surfaces, but it seems to behave like other covides. studies suggest that covides (including preliminary information on the covid virus) may persist on surfaces for a few hours or up to several days."
Transmission - Survivability: Surfaces,75,does covid live on surfaces,Bing Search,"although the new covid weakens and dies over time outside of the human body, studies suggest that it can live on surfaces for a few hours or up to several days, depending on surface, temperature and other environmental factors., clean and disinfect frequently touched surfaces, such as tables, doorknobs, light switches, countertops, handles, desks, phones, keyboards, toilets, faucets and sinks. , studies suggest that covides (including preliminary information on the covid virus) may persist on surfaces for a few hours or up to several days. this may vary under different conditions (e.g. type of surface, temperature or humidity of the environment). , yes. the likelihood of an infected person contaminating commercial goods is low and the risk of catching the virus that causes covid from a package that has been moved, travelled, and exposed to different conditions and temperature is also low. , i would suggest wiping down external surfaces of canned or wrapped foods, said dr. celine gounder, an infectious disease specialist at bellevue hospital center. , covid can stay alive for up to three days on stainless steel and plastic. but clothing is probably more like cardboard — its more absorbent, so the virus is unlikely to stay and last that long., no. the new covid cannot be transmitted through goods manufactured in china or any country reporting covid cases , viruses can live on surfaces and objects — including on money — although your chance of actually getting covid from cash is probably very low., up to three days, depending on the surface. , although the virus can survive for a short period on some surfaces, it is unlikely to be spread from domestic or international mail, products or packaging. , yes. the likelihood of an infected person contaminating commercial goods is low and the risk of catching the virus that causes covid from a package that has been moved, travelled, and exposed to different conditions and temperature is also low., it is not certain how long the virus that causes covid survives on surfaces, but it seems to behave like other covides. studies suggest that covides (including preliminary information on the covid virus) may persist on surfaces for a few hours or up to several days."
Transmission - Survivability: Surfaces,75,can covid live on surfaces,Yahoo Search,"although the new covid weakens and dies over time outside of the human body, studies suggest that it can live on surfaces for a few hours or up to several days, depending on surface, temperature and other environmental factors., clean and disinfect frequently touched surfaces, such as tables, doorknobs, light switches, countertops, handles, desks, phones, keyboards, toilets, faucets and sinks. , studies suggest that covides (including preliminary information on the covid virus) may persist on surfaces for a few hours or up to several days. this may vary under different conditions (e.g. type of surface, temperature or humidity of the environment). , yes. the likelihood of an infected person contaminating commercial goods is low and the risk of catching the virus that causes covid from a package that has been moved, travelled, and exposed to different conditions and temperature is also low. , i would suggest wiping down external surfaces of canned or wrapped foods, said dr. celine gounder, an infectious disease specialist at bellevue hospital center. , covid can stay alive for up to three days on stainless steel and plastic. but clothing is probably more like cardboard — its more absorbent, so the virus is unlikely to stay and last that long., no. the new covid cannot be transmitted through goods manufactured in china or any country reporting covid cases , viruses can live on surfaces and objects — including on money — although your chance of actually getting covid from cash is probably very low., up to three days, depending on the surface. , although the virus can survive for a short period on some surfaces, it is unlikely to be spread from domestic or international mail, products or packaging. , yes. the likelihood of an infected person contaminating commercial goods is low and the risk of catching the virus that causes covid from a package that has been moved, travelled, and exposed to different conditions and temperature is also low., it is not certain how long the virus that causes covid survives on surfaces, but it seems to behave like other covides. studies suggest that covides (including preliminary information on the covid virus) may persist on surfaces for a few hours or up to several days."
Transmission - Survivability: Surfaces,75,does covid live on paper,Yahoo Search,"although the new covid weakens and dies over time outside of the human body, studies suggest that it can live on surfaces for a few hours or up to several days, depending on surface, temperature and other environmental factors., clean and disinfect frequently touched surfaces, such as tables, doorknobs, light switches, countertops, handles, desks, phones, keyboards, toilets, faucets and sinks. , studies suggest that covides (including preliminary information on the covid virus) may persist on surfaces for a few hours or up to several days. this may vary under different conditions (e.g. type of surface, temperature or humidity of the environment). , yes. the likelihood of an infected person contaminating commercial goods is low and the risk of catching the virus that causes covid from a package that has been moved, travelled, and exposed to different conditions and temperature is also low. , i would suggest wiping down external surfaces of canned or wrapped foods, said dr. celine gounder, an infectious disease specialist at bellevue hospital center. , covid can stay alive for up to three days on stainless steel and plastic. but clothing is probably more like cardboard — its more absorbent, so the virus is unlikely to stay and last that long., no. the new covid cannot be transmitted through goods manufactured in china or any country reporting covid cases , viruses can live on surfaces and objects — including on money — although your chance of actually getting covid from cash is probably very low., up to three days, depending on the surface. , although the virus can survive for a short period on some surfaces, it is unlikely to be spread from domestic or international mail, products or packaging. , yes. the likelihood of an infected person contaminating commercial goods is low and the risk of catching the virus that causes covid from a package that has been moved, travelled, and exposed to different conditions and temperature is also low., it is not certain how long the virus that causes covid survives on surfaces, but it seems to behave like other covides. studies suggest that covides (including preliminary information on the covid virus) may persist on surfaces for a few hours or up to several days."
Transmission - Survivability: Surfaces,75,can covid live on clothes,Yahoo Search,"although the new covid weakens and dies over time outside of the human body, studies suggest that it can live on surfaces for a few hours or up to several days, depending on surface, temperature and other environmental factors., clean and disinfect frequently touched surfaces, such as tables, doorknobs, light switches, countertops, handles, desks, phones, keyboards, toilets, faucets and sinks. , studies suggest that covides (including preliminary information on the covid virus) may persist on surfaces for a few hours or up to several days. this may vary under different conditions (e.g. type of surface, temperature or humidity of the environment). , yes. the likelihood of an infected person contaminating commercial goods is low and the risk of catching the virus that causes covid from a package that has been moved, travelled, and exposed to different conditions and temperature is also low. , i would suggest wiping down external surfaces of canned or wrapped foods, said dr. celine gounder, an infectious disease specialist at bellevue hospital center. , covid can stay alive for up to three days on stainless steel and plastic. but clothing is probably more like cardboard — its more absorbent, so the virus is unlikely to stay and last that long., no. the new covid cannot be transmitted through goods manufactured in china or any country reporting covid cases , viruses can live on surfaces and objects — including on money — although your chance of actually getting covid from cash is probably very low., up to three days, depending on the surface. , although the virus can survive for a short period on some surfaces, it is unlikely to be spread from domestic or international mail, products or packaging. , yes. the likelihood of an infected person contaminating commercial goods is low and the risk of catching the virus that causes covid from a package that has been moved, travelled, and exposed to different conditions and temperature is also low., it is not certain how long the virus that causes covid survives on surfaces, but it seems to behave like other covides. studies suggest that covides (including preliminary information on the covid virus) may persist on surfaces for a few hours or up to several days."
Transmission - Survivability: Surfaces,75,can covid be sent through the mail,Yahoo Search,"although the new covid weakens and dies over time outside of the human body, studies suggest that it can live on surfaces for a few hours or up to several days, depending on surface, temperature and other environmental factors., clean and disinfect frequently touched surfaces, such as tables, doorknobs, light switches, countertops, handles, desks, phones, keyboards, toilets, faucets and sinks. , studies suggest that covides (including preliminary information on the covid virus) may persist on surfaces for a few hours or up to several days. this may vary under different conditions (e.g. type of surface, temperature or humidity of the environment). , yes. the likelihood of an infected person contaminating commercial goods is low and the risk of catching the virus that causes covid from a package that has been moved, travelled, and exposed to different conditions and temperature is also low. , i would suggest wiping down external surfaces of canned or wrapped foods, said dr. celine gounder, an infectious disease specialist at bellevue hospital center. , covid can stay alive for up to three days on stainless steel and plastic. but clothing is probably more like cardboard — its more absorbent, so the virus is unlikely to stay and last that long., no. the new covid cannot be transmitted through goods manufactured in china or any country reporting covid cases , viruses can live on surfaces and objects — including on money — although your chance of actually getting covid from cash is probably very low., up to three days, depending on the surface. , although the virus can survive for a short period on some surfaces, it is unlikely to be spread from domestic or international mail, products or packaging. , yes. the likelihood of an infected person contaminating commercial goods is low and the risk of catching the virus that causes covid from a package that has been moved, travelled, and exposed to different conditions and temperature is also low., it is not certain how long the virus that causes covid survives on surfaces, but it seems to behave like other covides. studies suggest that covides (including preliminary information on the covid virus) may persist on surfaces for a few hours or up to several days."
Transmission - Survivability: Surfaces,75,how long does covid live on surfaces,Quora,"although the new covid weakens and dies over time outside of the human body, studies suggest that it can live on surfaces for a few hours or up to several days, depending on surface, temperature and other environmental factors., clean and disinfect frequently touched surfaces, such as tables, doorknobs, light switches, countertops, handles, desks, phones, keyboards, toilets, faucets and sinks. , studies suggest that covides (including preliminary information on the covid virus) may persist on surfaces for a few hours or up to several days. this may vary under different conditions (e.g. type of surface, temperature or humidity of the environment). , yes. the likelihood of an infected person contaminating commercial goods is low and the risk of catching the virus that causes covid from a package that has been moved, travelled, and exposed to different conditions and temperature is also low. , i would suggest wiping down external surfaces of canned or wrapped foods, said dr. celine gounder, an infectious disease specialist at bellevue hospital center. , covid can stay alive for up to three days on stainless steel and plastic. but clothing is probably more like cardboard — its more absorbent, so the virus is unlikely to stay and last that long., no. the new covid cannot be transmitted through goods manufactured in china or any country reporting covid cases , viruses can live on surfaces and objects — including on money — although your chance of actually getting covid from cash is probably very low., up to three days, depending on the surface. , although the virus can survive for a short period on some surfaces, it is unlikely to be spread from domestic or international mail, products or packaging. , yes. the likelihood of an infected person contaminating commercial goods is low and the risk of catching the virus that causes covid from a package that has been moved, travelled, and exposed to different conditions and temperature is also low., it is not certain how long the virus that causes covid survives on surfaces, but it seems to behave like other covides. studies suggest that covides (including preliminary information on the covid virus) may persist on surfaces for a few hours or up to several days."
Transmission - Survivability: Surfaces,75,can you get covid from packages,Quora,"although the new covid weakens and dies over time outside of the human body, studies suggest that it can live on surfaces for a few hours or up to several days, depending on surface, temperature and other environmental factors., clean and disinfect frequently touched surfaces, such as tables, doorknobs, light switches, countertops, handles, desks, phones, keyboards, toilets, faucets and sinks. , studies suggest that covides (including preliminary information on the covid virus) may persist on surfaces for a few hours or up to several days. this may vary under different conditions (e.g. type of surface, temperature or humidity of the environment). , yes. the likelihood of an infected person contaminating commercial goods is low and the risk of catching the virus that causes covid from a package that has been moved, travelled, and exposed to different conditions and temperature is also low. , i would suggest wiping down external surfaces of canned or wrapped foods, said dr. celine gounder, an infectious disease specialist at bellevue hospital center. , covid can stay alive for up to three days on stainless steel and plastic. but clothing is probably more like cardboard — its more absorbent, so the virus is unlikely to stay and last that long., no. the new covid cannot be transmitted through goods manufactured in china or any country reporting covid cases , viruses can live on surfaces and objects — including on money — although your chance of actually getting covid from cash is probably very low., up to three days, depending on the surface. , although the virus can survive for a short period on some surfaces, it is unlikely to be spread from domestic or international mail, products or packaging. , yes. the likelihood of an infected person contaminating commercial goods is low and the risk of catching the virus that causes covid from a package that has been moved, travelled, and exposed to different conditions and temperature is also low., it is not certain how long the virus that causes covid survives on surfaces, but it seems to behave like other covides. studies suggest that covides (including preliminary information on the covid virus) may persist on surfaces for a few hours or up to several days."
Transmission - Survivability: Surfaces,75,how long does the covid virus live for under normal conditions,Quora,"although the new covid weakens and dies over time outside of the human body, studies suggest that it can live on surfaces for a few hours or up to several days, depending on surface, temperature and other environmental factors., clean and disinfect frequently touched surfaces, such as tables, doorknobs, light switches, countertops, handles, desks, phones, keyboards, toilets, faucets and sinks. , studies suggest that covides (including preliminary information on the covid virus) may persist on surfaces for a few hours or up to several days. this may vary under different conditions (e.g. type of surface, temperature or humidity of the environment). , yes. the likelihood of an infected person contaminating commercial goods is low and the risk of catching the virus that causes covid from a package that has been moved, travelled, and exposed to different conditions and temperature is also low. , i would suggest wiping down external surfaces of canned or wrapped foods, said dr. celine gounder, an infectious disease specialist at bellevue hospital center. , covid can stay alive for up to three days on stainless steel and plastic. but clothing is probably more like cardboard — its more absorbent, so the virus is unlikely to stay and last that long., no. the new covid cannot be transmitted through goods manufactured in china or any country reporting covid cases , viruses can live on surfaces and objects — including on money — although your chance of actually getting covid from cash is probably very low., up to three days, depending on the surface. , although the virus can survive for a short period on some surfaces, it is unlikely to be spread from domestic or international mail, products or packaging. , yes. the likelihood of an infected person contaminating commercial goods is low and the risk of catching the virus that causes covid from a package that has been moved, travelled, and exposed to different conditions and temperature is also low., it is not certain how long the virus that causes covid survives on surfaces, but it seems to behave like other covides. studies suggest that covides (including preliminary information on the covid virus) may persist on surfaces for a few hours or up to several days."
Transmission - Survivability: Surfaces,75,how long does covid live on produce,Quora,"although the new covid weakens and dies over time outside of the human body, studies suggest that it can live on surfaces for a few hours or up to several days, depending on surface, temperature and other environmental factors., clean and disinfect frequently touched surfaces, such as tables, doorknobs, light switches, countertops, handles, desks, phones, keyboards, toilets, faucets and sinks. , studies suggest that covides (including preliminary information on the covid virus) may persist on surfaces for a few hours or up to several days. this may vary under different conditions (e.g. type of surface, temperature or humidity of the environment). , yes. the likelihood of an infected person contaminating commercial goods is low and the risk of catching the virus that causes covid from a package that has been moved, travelled, and exposed to different conditions and temperature is also low. , i would suggest wiping down external surfaces of canned or wrapped foods, said dr. celine gounder, an infectious disease specialist at bellevue hospital center. , covid can stay alive for up to three days on stainless steel and plastic. but clothing is probably more like cardboard — its more absorbent, so the virus is unlikely to stay and last that long., no. the new covid cannot be transmitted through goods manufactured in china or any country reporting covid cases , viruses can live on surfaces and objects — including on money — although your chance of actually getting covid from cash is probably very low., up to three days, depending on the surface. , although the virus can survive for a short period on some surfaces, it is unlikely to be spread from domestic or international mail, products or packaging. , yes. the likelihood of an infected person contaminating commercial goods is low and the risk of catching the virus that causes covid from a package that has been moved, travelled, and exposed to different conditions and temperature is also low., it is not certain how long the virus that causes covid survives on surfaces, but it seems to behave like other covides. studies suggest that covides (including preliminary information on the covid virus) may persist on surfaces for a few hours or up to several days."
Nomenclature - Reason for Name,39,what covid means,Bing Search,"corona means crown, and covides have a crown of protruding points on their surface that give them a characteristic appearance when seen under a microscope. covides are a whole family of viruses; there are many.,  covid is a new disease, caused by a novel (or new) covid not previously seen in humans., covid disease 2019 (covid) is a respiratory illness that can spread from person to person. , the new name of this disease is covid disease 2019, abbreviated as covid. in covid, co stands for corona, vi for virus, and d for disease. formerly, this disease was referred to as 2019 novel covid or 2019 ncov. ,  as covid disease discovered in 2019 (covid), severe acute respiratory syndrome covid 2 , covid is the infectious disease caused by the most recently discovered covid. this new virus and disease were unknown before the outbreak began in wuhan, china, in december 201"
Nomenclature - Reason for Name,39,what covid,Bing Search,"corona means crown, and covides have a crown of protruding points on their surface that give them a characteristic appearance when seen under a microscope. covides are a whole family of viruses; there are many.,  covid is a new disease, caused by a novel (or new) covid not previously seen in humans., covid disease 2019 (covid) is a respiratory illness that can spread from person to person. , the new name of this disease is covid disease 2019, abbreviated as covid. in covid, co stands for corona, vi for virus, and d for disease. formerly, this disease was referred to as 2019 novel covid or 2019 ncov. ,  as covid disease discovered in 2019 (covid), severe acute respiratory syndrome covid 2 , covid is the infectious disease caused by the most recently discovered covid. this new virus and disease were unknown before the outbreak began in wuhan, china, in december 201"
Nomenclature - Reason for Name,39,why covid name,Google Search,"corona means crown, and covides have a crown of protruding points on their surface that give them a characteristic appearance when seen under a microscope. covides are a whole family of viruses; there are many.,  covid is a new disease, caused by a novel (or new) covid not previously seen in humans., covid disease 2019 (covid) is a respiratory illness that can spread from person to person. , the new name of this disease is covid disease 2019, abbreviated as covid. in covid, co stands for corona, vi for virus, and d for disease. formerly, this disease was referred to as 2019 novel covid or 2019 ncov. ,  as covid disease discovered in 2019 (covid), severe acute respiratory syndrome covid 2 , covid is the infectious disease caused by the most recently discovered covid. this new virus and disease were unknown before the outbreak began in wuhan, china, in december 201"
Nomenclature - Reason for Name,39,what covid stands for,Google Search,"corona means crown, and covides have a crown of protruding points on their surface that give them a characteristic appearance when seen under a microscope. covides are a whole family of viruses; there are many.,  covid is a new disease, caused by a novel (or new) covid not previously seen in humans., covid disease 2019 (covid) is a respiratory illness that can spread from person to person. , the new name of this disease is covid disease 2019, abbreviated as covid. in covid, co stands for corona, vi for virus, and d for disease. formerly, this disease was referred to as 2019 novel covid or 2019 ncov. ,  as covid disease discovered in 2019 (covid), severe acute respiratory syndrome covid 2 , covid is the infectious disease caused by the most recently discovered covid. this new virus and disease were unknown before the outbreak began in wuhan, china, in december 201"
Nomenclature - Reason for Name,39,why covid called covid,Google Search,"corona means crown, and covides have a crown of protruding points on their surface that give them a characteristic appearance when seen under a microscope. covides are a whole family of viruses; there are many.,  covid is a new disease, caused by a novel (or new) covid not previously seen in humans., covid disease 2019 (covid) is a respiratory illness that can spread from person to person. , the new name of this disease is covid disease 2019, abbreviated as covid. in covid, co stands for corona, vi for virus, and d for disease. formerly, this disease was referred to as 2019 novel covid or 2019 ncov. ,  as covid disease discovered in 2019 (covid), severe acute respiratory syndrome covid 2 , covid is the infectious disease caused by the most recently discovered covid. this new virus and disease were unknown before the outbreak began in wuhan, china, in december 201"
Nomenclature - Reason for Name,39,are covid and covid the same,Google Search,"corona means crown, and covides have a crown of protruding points on their surface that give them a characteristic appearance when seen under a microscope. covides are a whole family of viruses; there are many.,  covid is a new disease, caused by a novel (or new) covid not previously seen in humans., covid disease 2019 (covid) is a respiratory illness that can spread from person to person. , the new name of this disease is covid disease 2019, abbreviated as covid. in covid, co stands for corona, vi for virus, and d for disease. formerly, this disease was referred to as 2019 novel covid or 2019 ncov. ,  as covid disease discovered in 2019 (covid), severe acute respiratory syndrome covid 2 , covid is the infectious disease caused by the most recently discovered covid. this new virus and disease were unknown before the outbreak began in wuhan, china, in december 201"
Nomenclature - Reason for Name,39,why is it called a covid,John Hopkins University,"corona means crown, and covides have a crown of protruding points on their surface that give them a characteristic appearance when seen under a microscope. covides are a whole family of viruses; there are many.,  covid is a new disease, caused by a novel (or new) covid not previously seen in humans., covid disease 2019 (covid) is a respiratory illness that can spread from person to person. , the new name of this disease is covid disease 2019, abbreviated as covid. in covid, co stands for corona, vi for virus, and d for disease. formerly, this disease was referred to as 2019 novel covid or 2019 ncov. ,  as covid disease discovered in 2019 (covid), severe acute respiratory syndrome covid 2 , covid is the infectious disease caused by the most recently discovered covid. this new virus and disease were unknown before the outbreak began in wuhan, china, in december 201"
Nomenclature - Reason for Name,39,what is 2019 novel covid,Illinois Department of Public Health,"corona means crown, and covides have a crown of protruding points on their surface that give them a characteristic appearance when seen under a microscope. covides are a whole family of viruses; there are many.,  covid is a new disease, caused by a novel (or new) covid not previously seen in humans., covid disease 2019 (covid) is a respiratory illness that can spread from person to person. , the new name of this disease is covid disease 2019, abbreviated as covid. in covid, co stands for corona, vi for virus, and d for disease. formerly, this disease was referred to as 2019 novel covid or 2019 ncov. ,  as covid disease discovered in 2019 (covid), severe acute respiratory syndrome covid 2 , covid is the infectious disease caused by the most recently discovered covid. this new virus and disease were unknown before the outbreak began in wuhan, china, in december 201"
Nomenclature - Reason for Name,39,what is covid disease 2019,Food and Drug Administration,"corona means crown, and covides have a crown of protruding points on their surface that give them a characteristic appearance when seen under a microscope. covides are a whole family of viruses; there are many.,  covid is a new disease, caused by a novel (or new) covid not previously seen in humans., covid disease 2019 (covid) is a respiratory illness that can spread from person to person. , the new name of this disease is covid disease 2019, abbreviated as covid. in covid, co stands for corona, vi for virus, and d for disease. formerly, this disease was referred to as 2019 novel covid or 2019 ncov. ,  as covid disease discovered in 2019 (covid), severe acute respiratory syndrome covid 2 , covid is the infectious disease caused by the most recently discovered covid. this new virus and disease were unknown before the outbreak began in wuhan, china, in december 201"
Nomenclature - Reason for Name,39,why is the disease being called covid disease 2019,Center for Disease Control,"corona means crown, and covides have a crown of protruding points on their surface that give them a characteristic appearance when seen under a microscope. covides are a whole family of viruses; there are many.,  covid is a new disease, caused by a novel (or new) covid not previously seen in humans., covid disease 2019 (covid) is a respiratory illness that can spread from person to person. , the new name of this disease is covid disease 2019, abbreviated as covid. in covid, co stands for corona, vi for virus, and d for disease. formerly, this disease was referred to as 2019 novel covid or 2019 ncov. ,  as covid disease discovered in 2019 (covid), severe acute respiratory syndrome covid 2 , covid is the infectious disease caused by the most recently discovered covid. this new virus and disease were unknown before the outbreak began in wuhan, china, in december 201"
Nomenclature - Reason for Name,39,how is the covid referred to,GitHub.com/deepset-ai/COVID-QA,"corona means crown, and covides have a crown of protruding points on their surface that give them a characteristic appearance when seen under a microscope. covides are a whole family of viruses; there are many.,  covid is a new disease, caused by a novel (or new) covid not previously seen in humans., covid disease 2019 (covid) is a respiratory illness that can spread from person to person. , the new name of this disease is covid disease 2019, abbreviated as covid. in covid, co stands for corona, vi for virus, and d for disease. formerly, this disease was referred to as 2019 novel covid or 2019 ncov. ,  as covid disease discovered in 2019 (covid), severe acute respiratory syndrome covid 2 , covid is the infectious disease caused by the most recently discovered covid. this new virus and disease were unknown before the outbreak began in wuhan, china, in december 201"
Nomenclature - Reason for Name,39,what is the acronym covid,GitHub.com/deepset-ai/COVID-QA,"corona means crown, and covides have a crown of protruding points on their surface that give them a characteristic appearance when seen under a microscope. covides are a whole family of viruses; there are many.,  covid is a new disease, caused by a novel (or new) covid not previously seen in humans., covid disease 2019 (covid) is a respiratory illness that can spread from person to person. , the new name of this disease is covid disease 2019, abbreviated as covid. in covid, co stands for corona, vi for virus, and d for disease. formerly, this disease was referred to as 2019 novel covid or 2019 ncov. ,  as covid disease discovered in 2019 (covid), severe acute respiratory syndrome covid 2 , covid is the infectious disease caused by the most recently discovered covid. this new virus and disease were unknown before the outbreak began in wuhan, china, in december 201"
Nomenclature - Reason for Name,39,what is covid,Quora,"corona means crown, and covides have a crown of protruding points on their surface that give them a characteristic appearance when seen under a microscope. covides are a whole family of viruses; there are many.,  covid is a new disease, caused by a novel (or new) covid not previously seen in humans., covid disease 2019 (covid) is a respiratory illness that can spread from person to person. , the new name of this disease is covid disease 2019, abbreviated as covid. in covid, co stands for corona, vi for virus, and d for disease. formerly, this disease was referred to as 2019 novel covid or 2019 ncov. ,  as covid disease discovered in 2019 (covid), severe acute respiratory syndrome covid 2 , covid is the infectious disease caused by the most recently discovered covid. this new virus and disease were unknown before the outbreak began in wuhan, china, in december 201"
Nomenclature - Reason for Name,39,what covid stand for,Bing Search,"corona means crown, and covides have a crown of protruding points on their surface that give them a characteristic appearance when seen under a microscope. covides are a whole family of viruses; there are many.,  covid is a new disease, caused by a novel (or new) covid not previously seen in humans., covid disease 2019 (covid) is a respiratory illness that can spread from person to person. , the new name of this disease is covid disease 2019, abbreviated as covid. in covid, co stands for corona, vi for virus, and d for disease. formerly, this disease was referred to as 2019 novel covid or 2019 ncov. ,  as covid disease discovered in 2019 (covid), severe acute respiratory syndrome covid 2 , covid is the infectious disease caused by the most recently discovered covid. this new virus and disease were unknown before the outbreak began in wuhan, china, in december 201"
Nomenclature - Reason for Name,39,why covid called novel,Yahoo Search,"corona means crown, and covides have a crown of protruding points on their surface that give them a characteristic appearance when seen under a microscope. covides are a whole family of viruses; there are many.,  covid is a new disease, caused by a novel (or new) covid not previously seen in humans., covid disease 2019 (covid) is a respiratory illness that can spread from person to person. , the new name of this disease is covid disease 2019, abbreviated as covid. in covid, co stands for corona, vi for virus, and d for disease. formerly, this disease was referred to as 2019 novel covid or 2019 ncov. ,  as covid disease discovered in 2019 (covid), severe acute respiratory syndrome covid 2 , covid is the infectious disease caused by the most recently discovered covid. this new virus and disease were unknown before the outbreak began in wuhan, china, in december 201"
Nomenclature - Reason for Name,39,how covid got its name,Yahoo Search,"corona means crown, and covides have a crown of protruding points on their surface that give them a characteristic appearance when seen under a microscope. covides are a whole family of viruses; there are many.,  covid is a new disease, caused by a novel (or new) covid not previously seen in humans., covid disease 2019 (covid) is a respiratory illness that can spread from person to person. , the new name of this disease is covid disease 2019, abbreviated as covid. in covid, co stands for corona, vi for virus, and d for disease. formerly, this disease was referred to as 2019 novel covid or 2019 ncov. ,  as covid disease discovered in 2019 (covid), severe acute respiratory syndrome covid 2 , covid is the infectious disease caused by the most recently discovered covid. this new virus and disease were unknown before the outbreak began in wuhan, china, in december 201"
Nomenclature - Reason for Name,39,what is covid stand for,Yahoo Search,"corona means crown, and covides have a crown of protruding points on their surface that give them a characteristic appearance when seen under a microscope. covides are a whole family of viruses; there are many.,  covid is a new disease, caused by a novel (or new) covid not previously seen in humans., covid disease 2019 (covid) is a respiratory illness that can spread from person to person. , the new name of this disease is covid disease 2019, abbreviated as covid. in covid, co stands for corona, vi for virus, and d for disease. formerly, this disease was referred to as 2019 novel covid or 2019 ncov. ,  as covid disease discovered in 2019 (covid), severe acute respiratory syndrome covid 2 , covid is the infectious disease caused by the most recently discovered covid. this new virus and disease were unknown before the outbreak began in wuhan, china, in december 201"
Nomenclature - Reason for Name,39,what does the covid part of covid stand for,Quora,"corona means crown, and covides have a crown of protruding points on their surface that give them a characteristic appearance when seen under a microscope. covides are a whole family of viruses; there are many.,  covid is a new disease, caused by a novel (or new) covid not previously seen in humans., covid disease 2019 (covid) is a respiratory illness that can spread from person to person. , the new name of this disease is covid disease 2019, abbreviated as covid. in covid, co stands for corona, vi for virus, and d for disease. formerly, this disease was referred to as 2019 novel covid or 2019 ncov. ,  as covid disease discovered in 2019 (covid), severe acute respiratory syndrome covid 2 , covid is the infectious disease caused by the most recently discovered covid. this new virus and disease were unknown before the outbreak began in wuhan, china, in december 201"
Nomenclature - Reason for Name,39,in covid what is the meaning of 19 here,Quora,"corona means crown, and covides have a crown of protruding points on their surface that give them a characteristic appearance when seen under a microscope. covides are a whole family of viruses; there are many.,  covid is a new disease, caused by a novel (or new) covid not previously seen in humans., covid disease 2019 (covid) is a respiratory illness that can spread from person to person. , the new name of this disease is covid disease 2019, abbreviated as covid. in covid, co stands for corona, vi for virus, and d for disease. formerly, this disease was referred to as 2019 novel covid or 2019 ncov. ,  as covid disease discovered in 2019 (covid), severe acute respiratory syndrome covid 2 , covid is the infectious disease caused by the most recently discovered covid. this new virus and disease were unknown before the outbreak began in wuhan, china, in december 201"
Nomenclature - Reason for Name,39,what does covid mean,Quora,"corona means crown, and covides have a crown of protruding points on their surface that give them a characteristic appearance when seen under a microscope. covides are a whole family of viruses; there are many.,  covid is a new disease, caused by a novel (or new) covid not previously seen in humans., covid disease 2019 (covid) is a respiratory illness that can spread from person to person. , the new name of this disease is covid disease 2019, abbreviated as covid. in covid, co stands for corona, vi for virus, and d for disease. formerly, this disease was referred to as 2019 novel covid or 2019 ncov. ,  as covid disease discovered in 2019 (covid), severe acute respiratory syndrome covid 2 , covid is the infectious disease caused by the most recently discovered covid. this new virus and disease were unknown before the outbreak began in wuhan, china, in december 201"
Nomenclature - Reason for Name,39,where does the word covid come from,Quora,"corona means crown, and covides have a crown of protruding points on their surface that give them a characteristic appearance when seen under a microscope. covides are a whole family of viruses; there are many.,  covid is a new disease, caused by a novel (or new) covid not previously seen in humans., covid disease 2019 (covid) is a respiratory illness that can spread from person to person. , the new name of this disease is covid disease 2019, abbreviated as covid. in covid, co stands for corona, vi for virus, and d for disease. formerly, this disease was referred to as 2019 novel covid or 2019 ncov. ,  as covid disease discovered in 2019 (covid), severe acute respiratory syndrome covid 2 , covid is the infectious disease caused by the most recently discovered covid. this new virus and disease were unknown before the outbreak began in wuhan, china, in december 201"
